Country,Country Name,Country - RegionId,Indicator,Indicator Name,Units,Year,Emissions
AF,Afghanistan,AF,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,18.15134691
AL,Albania,AL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,9.367427843
DZ,Algeria,DZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,130.2289854
AD,Andorra,AD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.572292232
AO,Angola,AO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,216.2453342
AG,Antigua & Barbuda,AG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.764220431
AR,Argentina,AR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,397.4619304
AM,Armenia,AM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,6.249616769
AU,Australia,AU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,628.8157849
AT,Austria,AT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,81.49468235
AZ,Azerbaijan,AZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,52.09107463
BS,"Bahamas, The",BS,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1.157708006
BH,Bahrain,BH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,21.80564959
BD,Bangladesh,BD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,148.8768243
BB,Barbados,BB,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3.269915149
BY,Belarus,BY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,63.26479475
BE,Belgium,BE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,128.8798621
BZ,Belize,BZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,13.60491731
BJ,Benin,BJ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,18.90282442
BT,Bhutan,BT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,-3.519399927
BO,Bolivia,BO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,126.220129
BA,Bosnia & Herzegovina,BA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,22.16780795
BW,Botswana,BW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,35.57464231
BR,Brazil,BR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1915.827171
BN,Brunei,BN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,18.30490363
BG,Bulgaria,BG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,47.60564903
BF,Burkina Faso,BF,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,27.96448941
BI,Burundi,BI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.461418715
KH,Cambodia,KH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,52.80116381
CM,Cameroon,CM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,193.200812
CA,Canada,CA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,960.2110466
CV,Cape Verde,CV,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.499783839
CF,Central African Republic,CF,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,58.18248641
TD,Chad,TD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,34.39808475
CL,Chile,CL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,67.70283599
CN,China,CN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,6183.033482
CO,Colombia,CO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,304.289913
KM,Comoros,KM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.432324294
CD,"Congo, Dem. Rep.",CD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,204.3628493
CG,"Congo, Rep.",CG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,18.82612276
CK,Cook Islands,CK,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.090404548
CR,Costa Rica,CR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3.21611332
CI,Cote d'Ivoire,CI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,15.18937347
HR,Croatia,HR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,16.36876926
CU,Cuba,CU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.032160263
CY,Cyprus,CY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,8.465170571
CZ,Czech Republic,CZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,129.3616491
DK,Denmark,DK,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,68.34197132
DJ,Djibouti,DJ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1.159368537
DM,Dominica,DM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.230010692
DO,Dominican Republic,DO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,17.63825914
EC,Ecuador,EC,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,76.68027806
EG,Egypt,EG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,206.861129
SV,El Salvador,SV,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,12.60051525
GQ,Equatorial Guinea,GQ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,24.05114847
ER,Eritrea,ER,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.10691502
EE,Estonia,EE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,27.97770597
ET,Ethiopia,ET,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,125.2960366
FJ,Fiji,FJ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.341107268
FI,Finland,FI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,66.48012619
FR,France,FR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,420.4735913
GA,Gabon,GA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,6.191508858
GM,"Gambia, The",GM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,5.480210604
GE,Georgia,GE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.537570594
DE,Germany,DE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,930.3223849
GH,Ghana,GH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,56.53634899
GR,Greece,GR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,119.59712
GD,Grenada,GD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,2.166296629
GT,Guatemala,GT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,36.86404743
GN,Guinea,GN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,26.5095305
GW,Guinea-Bissau,GW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3.677318875
GY,Guyana,GY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,12.48504758
HT,Haiti,HT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.460353415
HN,Honduras,HN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,46.5038547
HU,Hungary,HU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,79.52102815
IS,Iceland,IS,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3.059690326
IN,India,IN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1718.787655
ID,Indonesia,ID,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1875.85321
IR,Iran,IR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,531.9131126
IQ,Iraq,IQ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,163.5309706
IE,Ireland,IE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,67.40691265
IL,Israel,IL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,76.88083403
IT,Italy,IT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,525.6784908
JM,Jamaica,JM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,13.20148176
JP,Japan,JP,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1259.626322
JO,Jordan,JO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,22.95753103
KZ,Kazakhstan,KZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,199.6618031
KE,Kenya,KE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,-6.777004546
KI,Kiribati,KI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.055285619
KP,"Korea, Dem. Rep. (North)",KP,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,110.5438232
KR,"Korea, Rep. (South)",KR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,506.7639902
KW,Kuwait,KW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,161.576024
KG,Kyrgyzstan,KG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.712566733
LA,Laos,LA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,29.41912354
LV,Latvia,LV,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,11.07211725
LB,Lebanon,LB,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,19.96692643
LS,Lesotho,LS,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3.685985208
LR,Liberia,LR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,16.43333242
LY,Libya,LY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,115.0797913
LI,Liechtenstein,LI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.2635
LT,Lithuania,LT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,23.73924736
LU,Luxembourg,LU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,12.5332864
MK,"Macedonia, FYR",MK,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,13.24056606
MG,Madagascar,MG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,46.82624997
MW,Malawi,MW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,14.33661764
MY,Malaysia,MY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,379.476338
MV,Maldives,MV,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.73529017
ML,Mali,ML,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,31.63167037
MT,Malta,MT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3.019796101
MH,Marshall Islands,MH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.116933998
MR,Mauritania,MR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,10.20409337
MU,Mauritius,MU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,4.504496066
MX,Mexico,MX,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,668.9010879
MD,Moldova,MD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,11.05169537
MC,Monaco,MC,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.106
MN,Mongolia,MN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,47.53973072
ME,Montenegro,ME,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,
MA,Morocco,MA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,50.57789502
MZ,Mozambique,MZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,58.38238496
FM,Micronesia,FM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.170308065
MM,Myanmar,MM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,175.7084898
NA,Namibia,NA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,18.20067494
NR,Nauru,NR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.070694373
NP,Nepal,NP,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,60.0081366
NL,Netherlands,NL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,211.2944207
NZ,New Zealand,NZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,61.57800988
NI,Nicaragua,NI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,41.71457029
NE,Niger,NE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,20.46953943
NG,Nigeria,NG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,425.8573101
NU,Niue,NU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.074109458
NO,Norway,NO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,28.32882943
OM,Oman,OM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,65.67936237
PK,Pakistan,PK,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,276.3890815
PW,Palau,PW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.128780953
PA,Panama,PA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,20.38998128
PG,Papua New Guinea,PG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,100.8095462
PY,Paraguay,PY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,101.6273448
PE,Peru,PE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,107.9946232
PH,Philippines,PH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,154.1282254
PL,Poland,PL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,343.2298395
PT,Portugal,PT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,84.7401909
QA,Qatar,QA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,35.81751103
RO,Romania,RO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,135.902084
RU,Russian Federation,RU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,2119.619454
RW,Rwanda,RW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,-4.309972989
KN,Saint Kitts & Nevis,KN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.27711462
LC,Saint Lucia,LC,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,1.033341213
VC,Saint Vincent & Grenadines,VC,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.23903943
WS,Samoa,WS,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.300912094
ST,Sao Tome & Principe,ST,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.135803876
SA,Saudi Arabia,SA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,333.570222
SN,Senegal,SN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,27.40791304
RS,Serbia,RS,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,67.40559761
SC,Seychelles,SC,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.799377963
SL,Sierra Leone,SL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,10.16730991
SG,Singapore,SG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,44.23427984
SK,Slovakia,SK,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,36.52809759
SI,Slovenia,SI,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,8.753137667
SB,Solomon Islands,SB,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,2.140005582
SO,Somalia,SO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,41.70260785
ZA,South Africa,ZA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,452.3883851
ES,Spain,ES,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,363.1739227
LK,Sri Lanka,LK,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,39.63459673
SD,Sudan,SD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,429.427739
SR,Suriname,SR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.429433865
SZ,Swaziland,SZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,2.888140452
SE,Sweden,SE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,15.53875602
CH,Switzerland,CH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,51.34752412
SY,Syria,SY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,76.28228591
TJ,Tajikistan,TJ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,7.014069601
TZ,Tanzania,TZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,301.0086
TH,Thailand,TH,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,303.1383768
TG,Togo,TG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,11.31906223
TO,Tonga,TO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.284080298
TT,Trinidad & Tobago,TT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,17.25411695
TN,Tunisia,TN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,29.69046441
TR,Turkey,TR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,275.031447
TV,Tuvalu,TV,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.022052488
TM,Turkmenistan,TM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,82.8055639
UG,Uganda,UG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,43.70106141
UA,Ukraine,UA,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,390.941415
AE,United Arab Emirates,AE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,139.7171439
GB,United Kingdom,GB,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,628.088079
US,United States,US,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,6448.378802
UY,Uruguay,UY,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,17.95197962
UZ,Uzbekistan,UZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,208.4216257
VU,Vanuatu,VU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,0.499323383
VE,Venezuela,VE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,333.5691377
VN,Vietnam,VN,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,157.758718
YE,Yemen,YE,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,26.32505835
ZM,Zambia,ZM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,417.5249333
ZW,Zimbabwe,ZW,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,62.74132546
KN.EU15,European Union (15),,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,3724.043797
KN.EU27,European Union (27),,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,4900.778
KN.EU28,European Union (28),,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2004,4595.588089
AF,Afghanistan,AF,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,18.98469798
AL,Albania,AL,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,9.140727529
DZ,Algeria,DZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,135.1224193
AD,Andorra,AD,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,0.588326153
AO,Angola,AO,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,221.0412224
AG,Antigua & Barbuda,AG,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,0.79488692
AR,Argentina,AR,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,394.3167066
AM,Armenia,AM,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,6.985511533
AU,Australia,AU,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,603.3879703
AT,Austria,AT,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,81.97300168
AZ,Azerbaijan,AZ,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,55.51458132
BS,"Bahamas, The",BS,KN.I4,Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e‍),MtCO2e,2005,1.112685894
